rank,finalWorth,age,selfMade,birthYear,birthMonth,birthDay,cpi_country,cpi_change_country,gross_tertiary_education_enrollment,gross_primary_education_enrollment_country,life_expectancy_country,tax_revenue_country_country,total_tax_rate_country,population_country,latitude_country,longitude_country,gdp_country,category,country,gender,nBillionaires,totalWealth,meanWealth,state,totalWealthCat,meanWealthCat
580,4700,52,True,1970,12,13,117.24,7.5,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,21427700000000,Media & Entertainment,United States,M,754,4575100.0,6067.771883289125,North Carolina,427500,4697.802197802198
591,4600,61,True,1962,1,1,117.24,7.5,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,21427700000000,Food & Beverage,United States,M,754,4575100.0,6067.771883289125,Texas,957200,4515.094339622641
591,4600,64,True,1958,7,31,117.24,7.5,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,21427700000000,Media & Entertainment,United States,M,754,4575100.0,6067.771883289125,Texas,427500,4697.802197802198
591,4600,96,True,1926,10,16,117.24,7.5,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,21427700000000,Media & Entertainment,United States,M,754,4575100.0,6067.771883289125,New York,427500,4697.802197802198
591,4600,46,True,1976,11,19,117.24,7.5,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,21427700000000,Technology,United States,M,754,4575100.0,6067.771883289125,California,1877900,5980.573248407643
591,4600,56,True,1967,1,1,125.08,2.9,50.6,100.2,77.0,9.4,59.2,1397715000,35.86166,104.195397,19910000000000,Energy,China,F,523,1805500.0,3452.1988527724666,,453500,4535.0
591,4600,62,True,1960,10,29,182.75,5.2,61.7,104.4,73.2,11.7,28.4,18513930,48.019573,66.923684,180161741180,Metals & Mining,Kazakhstan,M,7,26300.0,3757.142857142858,,446800,6037.8378378378375
591,4600,55,False,1967,5,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,Finance & Investments,Taiwan,M,43,117900.0,2741.860465116279,,1605100,4314.784946236559
591,4600,79,False,1944,2,26,117.24,7.5,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,21427700000000,Fashion & Retail,United States,M,754,4575100.0,6067.771883289125,New York,1698800,6386.466165413533
591,4600,54,True,1968,10,10,125.08,2.9,50.6,100.2,77.0,9.4,59.2,1397715000,35.86166,104.195397,19910000000000,Manufacturing,China,M,523,1805500.0,3452.1988527724666,,1019000,3145.061728395062
591,4600,45,True,1978,1,1,114.41,0.6,84.8,100.6,83.1,13.1,21.0,5703569,1.352083,103.819836,372062527489,Media & Entertainment,Singapore,M,46,138000.0,3000.0,,427500,4697.802197802198
591,4600,56,False,1966,11,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,Telecom,Hong Kong,M,68,321500.0,4727.941176470588,,203500,6564.5161290322585
591,4600,69,False,1954,1,22,117.24,7.5,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,21427700000000,Fashion & Retail,United States,M,754,4575100.0,6067.771883289125,Michigan,1698800,6386.466165413533
591,4600,71,False,1952,2,15,117.24,7.5,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,21427700000000,Fashion & Retail,United States,M,754,4575100.0,6067.771883289125,Michigan,1698800,6386.466165413533
591,4600,65,False,1957,10,21,117.24,7.5,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,21427700000000,Fashion & Retail,United States,M,754,4575100.0,6067.771883289125,Michigan,1698800,6386.466165413533
591,4600,79,True,1944,1,1,151.36,2.0,51.4,109.9,76.7,37.2,66.1,43053054,28.033886,1.659626,169988236398,Food & Beverage,Algeria,M,1,4600.0,4600.0,,957200,4515.094339622641
591,4600,78,True,1944,8,11,117.24,7.5,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,21427700000000,Logistics,United States,M,754,4575100.0,6067.771883289125,Tennessee,239500,5987.5
591,4600,62,True,1960,11,27,117.24,7.5,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,21427700000000,Finance & Investments,United States,M,754,4575100.0,6067.771883289125,Florida,1605100,4314.784946236559
591,4600,34,False,1989,2,11,112.85,1.4,70.2,104.0,80.9,11.5,48.8,83132799,51.165691,10.451526,3845630030824,Manufacturing,Germany,M,102,462100.0,4530.392156862745,,1019000,3145.061728395062
591,4600,52,True,1970,5,5,117.24,7.5,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,21427700000000,Food & Beverage,United States,M,754,4575100.0,6067.771883289125,Florida,957200,4515.094339622641
591,4600,66,True,1957,1,1,125.08,2.9,50.6,100.2,77.0,9.4,59.2,1397715000,35.86166,104.195397,19910000000000,Healthcare,China,M,523,1805500.0,3452.1988527724666,,643200,3200.0
611,4500,55,False,1967,7,1,141.54,3.6,40.2,105.8,75.0,13.1,55.1,126014024,23.634501,-102.552784,1258286717125,Food & Beverage,Mexico,M,13,165700.0,12746.153846153846,,957200,4515.094339622641
611,4500,82,True,1940,4,26,112.85,1.4,70.2,104.0,80.9,11.5,48.8,83132799,51.165691,10.451526,3845630030824,Technology,Germany,M,102,462100.0,4530.392156862745,,1877900,5980.573248407643
611,4500,56,True,1966,9,16,125.08,2.9,50.6,100.2,77.0,9.4,59.2,1397715000,35.86166,104.195397,19910000000000,Technology,China,M,523,1805500.0,3452.1988527724666,,1877900,5980.573248407643
611,4500,54,True,1968,8,5,117.24,7.5,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,21427700000000,Technology,United States,M,754,4575100.0,6067.771883289125,Texas,1877900,5980.573248407643
611,4500,83,False,1940,1,30,99.55,0.4,59.6,105.2,83.6,10.1,28.8,8574832,46.818188,8.227512,703082435360,Food & Beverage,Switzerland,M,78,409900.0,5255.128205128205,,957200,4515.094339622641
611,4500,76,True,1946,8,20,180.44,7.7,28.1,113.0,69.4,11.2,49.7,1366417754,20.593684,78.96288,2611000000000,Technology,India,M,157,628700.0,4004.458598726115,,1877900,5980.573248407643
611,4500,71,False,1951,9,11,120.27,2.2,82.0,100.3,82.8,23.9,36.2,5347896,60.472024,8.468946,403336363636,Fashion & Retail,Norway,M,9,27100.0,3011.1111111111113,,1698800,6386.466165413533
611,4500,60,True,1962,8,19,117.24,7.5,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,21427700000000,Finance & Investments,United States,M,754,4575100.0,6067.771883289125,New York,1605100,4314.784946236559
611,4500,70,True,1953,3,1,114.52,-1.9,36.8,108.4,77.8,0.1,15.9,9770529,23.424076,53.847818,421142267938,Real Estate,United Arab Emirates,M,17,99400.0,5847.058823529412,,657400,3406.2176165803107
611,4500,41,True,1981,10,2,167.4,3.7,51.3,115.4,75.7,14.2,65.1,212559417,-14.235004,-51.92528,1839758040766,Finance & Investments,Brazil,M,44,104800.0,2381.818181818182,,1605100,4314.784946236559
611,4500,59,True,1964,1,1,125.08,2.9,50.6,100.2,77.0,9.4,59.2,1397715000,35.86166,104.195397,19910000000000,Manufacturing,China,M,523,1805500.0,3452.1988527724666,,1019000,3145.061728395062
611,4500,72,False,1950,8,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,Diversified,Taiwan,M,43,117900.0,2741.860465116279,,905200,4840.641711229947
611,4500,65,True,1958,1,21,125.08,2.9,50.6,100.2,77.0,9.4,59.2,1397715000,35.86166,104.195397,19910000000000,Manufacturing,China,M,523,1805500.0,3452.1988527724666,,1019000,3145.061728395062
624,4400,50,True,1972,7,20,117.24,7.5,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,21427700000000,Healthcare,United States,M,754,4575100.0,6067.771883289125,Massachusetts,643200,3200.0
624,4400,89,False,1933,11,15,117.24,7.5,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,21427700000000,Technology,United States,F,754,4575100.0,6067.771883289125,Texas,1877900,5980.573248407643
624,4400,88,True,1935,4,4,117.24,7.5,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,21427700000000,Manufacturing,United States,M,754,4575100.0,6067.771883289125,California,1019000,3145.061728395062
624,4400,63,True,1960,3,13,117.24,7.5,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,21427700000000,Service,United States,M,754,4575100.0,6067.771883289125,Maryland,173400,3271.698113207547
624,4400,64,False,1958,7,18,110.96,0.7,88.9,102.7,83.3,14.2,47.0,47076781,40.463667,-3.74922,1394116310769,Construction & Engineering,Spain,M,25,133700.0,5348.0,,118500,2633.3333333333335
624,4400,81,True,1942,1,10,99.55,0.4,59.6,105.2,83.6,10.1,28.8,8574832,46.818188,8.227512,703082435360,Healthcare,Switzerland,M,78,409900.0,5255.128205128205,,643200,3200.0
624,4400,58,False,1964,7,22,112.85,1.4,70.2,104.0,80.9,11.5,48.8,83132799,51.165691,10.451526,3845630030824,Fashion & Retail,Germany,M,102,462100.0,4530.392156862745,,1698800,6386.466165413533
624,4400,67,True,1955,12,1,180.44,7.7,28.1,113.0,69.4,11.2,49.7,1366417754,20.593684,78.96288,2611000000000,Real Estate,India,M,157,628700.0,4004.458598726115,,657400,3406.2176165803107
624,4400,71,False,1951,9,8,117.24,7.5,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,21427700000000,Sports,United States,M,754,4575100.0,6067.771883289125,Pennsylvania,134500,3448.7179487179487
624,4400,66,True,1956,9,3,117.24,7.5,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,21427700000000,Finance & Investments,United States,M,754,4575100.0,6067.771883289125,Illinois,1605100,4314.784946236559
624,4400,65,True,1958,1,1,125.08,2.9,50.6,100.2,77.0,9.4,59.2,1397715000,35.86166,104.195397,19910000000000,Manufacturing,China,M,523,1805500.0,3452.1988527724666,,1019000,3145.061728395062
624,4400,54,True,1968,5,30,180.75,4.5,81.9,102.6,72.7,11.4,46.2,144373535,61.52401,105.318756,1699876578871,Metals & Mining,Russia,M,79,351000.0,4443.037974683544,,446800,6037.8378378378375
636,4300,59,True,1963,8,20,99.55,0.4,59.6,105.2,83.6,10.1,28.8,8574832,46.818188,8.227512,703082435360,Telecom,Switzerland,M,78,409900.0,5255.128205128205,,203500,6564.5161290322585
636,4300,46,True,1976,5,6,117.24,7.5,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,21427700000000,Finance & Investments,United States,M,754,4575100.0,6067.771883289125,California,1605100,4314.784946236559
636,4300,63,True,1959,7,23,110.96,0.7,88.9,102.7,83.3,14.2,47.0,47076781,40.463667,-3.74922,1394116310769,Finance & Investments,Spain,M,25,133700.0,5348.0,,1605100,4314.784946236559
636,4300,49,True,1973,5,29,117.24,7.5,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,21427700000000,Finance & Investments,United States,M,754,4575100.0,6067.771883289125,California,1605100,4314.784946236559
636,4300,61,True,1962,1,1,125.08,2.9,50.6,100.2,77.0,9.4,59.2,1397715000,35.86166,104.195397,19910000000000,Healthcare,China,M,523,1805500.0,3452.1988527724666,,643200,3200.0
636,4300,91,True,1932,1,4,117.24,7.5,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,21427700000000,Logistics,United States,F,754,4575100.0,6067.771883289125,Arkansas,239500,5987.5
636,4300,90,True,1933,1,7,117.24,7.5,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,21427700000000,Food & Beverage,United States,F,754,4575100.0,6067.771883289125,Michigan,957200,4515.094339622641
636,4300,61,True,1961,9,1,116.76,1.9,68.9,100.9,81.9,12.8,24.5,36991981,56.130366,-106.346771,1736425629520,Diversified,Canada,M,42,173900.0,4140.476190476191,,905200,4840.641711229947
636,4300,62,True,1960,6,9,180.75,4.5,81.9,102.6,72.7,11.4,46.2,144373535,61.52401,105.318756,1699876578871,Metals & Mining,Russia,M,79,351000.0,4443.037974683544,,446800,6037.8378378378375
636,4300,56,True,1966,9,10,182.75,5.2,61.7,104.4,73.2,11.7,28.4,18513930,48.019573,66.923684,180161741180,Finance & Investments,Kazakhstan,M,7,26300.0,3757.142857142858,,1605100,4314.784946236559
636,4300,55,False,1967,8,19,182.75,5.2,61.7,104.4,73.2,11.7,28.4,18513930,48.019573,66.923684,180161741180,Finance & Investments,Kazakhstan,F,7,26300.0,3757.142857142858,,1605100,4314.784946236559
636,4300,60,True,1962,5,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,Real Estate,,M,0,,,,657400,3406.2176165803107
636,4300,58,True,1964,11,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,Real Estate,,M,0,,,,657400,3406.2176165803107
636,4300,61,False,1961,10,27,117.24,7.5,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,21427700000000,Food & Beverage,United States,F,754,4575100.0,6067.771883289125,California,957200,4515.094339622641
636,4300,75,True,1947,7,8,117.24,7.5,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,21427700000000,Real Estate,United States,M,754,4575100.0,6067.771883289125,California,657400,3406.2176165803107
636,4300,54,True,1968,8,5,163.52,2.8,28.5,110.6,75.3,19.1,37.6,96462106,14.058324,108.277199,261921244843,Diversified,Vietnam,M,6,12600.0,2100.0,,905200,4840.641711229947
636,4300,64,False,1958,5,3,117.24,7.5,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,21427700000000,Healthcare,United States,M,754,4575100.0,6067.771883289125,New York,643200,3200.0
636,4300,66,False,1956,4,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,Finance & Investments,Taiwan,M,43,117900.0,2741.860465116279,,1605100,4314.784946236559
636,4300,65,False,1957,6,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,Finance & Investments,Taiwan,M,43,117900.0,2741.860465116279,,1605100,4314.784946236559
636,4300,42,True,1980,10,30,125.08,2.9,50.6,100.2,77.0,9.4,59.2,1397715000,35.86166,104.195397,19910000000000,Technology,China,M,523,1805500.0,3452.1988527724666,,1877900,5980.573248407643
636,4300,74,True,1949,1,1,125.08,2.9,50.6,100.2,77.0,9.4,59.2,1397715000,35.86166,104.195397,19910000000000,Manufacturing,China,M,523,1805500.0,3452.1988527724666,,1019000,3145.061728395062
636,4300,58,True,1964,12,5,125.08,2.9,50.6,100.2,77.0,9.4,59.2,1397715000,35.86166,104.195397,19910000000000,Technology,China,M,523,1805500.0,3452.1988527724666,,1877900,5980.573248407643
636,4300,83,True,1939,5,23,117.24,7.5,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,21427700000000,Finance & Investments,United States,M,754,4575100.0,6067.771883289125,Florida,1605100,4314.784946236559
659,4200,65,False,1957,9,9,108.15,0.8,63.4,104.9,82.8,23.1,25.3,9053300,31.046051,34.851612,395098666122,Service,Israel,F,26,72500.0,2788.4615384615386,,173400,3271.698113207547
659,4200,68,True,1955,3,16,116.86,2.8,88.1,99.4,74.7,22.9,38.1,1912789,56.879635,24.603189,34117202555,Finance & Investments,Latvia,M,1,4200.0,4200.0,,1605100,4314.784946236559
659,4200,82,True,1941,1,1,125.08,2.9,50.6,100.2,77.0,9.4,59.2,1397715000,35.86166,104.195397,19910000000000,Real Estate,China,F,523,1805500.0,3452.1988527724666,,657400,3406.2176165803107
659,4200,57,True,1966,1,1,125.08,2.9,50.6,100.2,77.0,9.4,59.2,1397715000,35.86166,104.195397,19910000000000,Real Estate,China,M,523,1805500.0,3452.1988527724666,,657400,3406.2176165803107
659,4200,87,False,1936,1,1,117.24,7.5,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,21427700000000,Finance & Investments,United States,M,754,4575100.0,6067.771883289125,Pennsylvania,1605100,4314.784946236559
659,4200,82,False,1940,8,10,117.24,7.5,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,21427700000000,Finance & Investments,United States,M,754,4575100.0,6067.771883289125,California,1605100,4314.784946236559
659,4200,72,True,1950,7,23,151.18,3.0,36.3,106.4,71.5,10.2,30.1,270203917,-0.789275,113.921327,1119190780753,Energy,Indonesia,F,25,123900.0,4956.0,,453500,4535.0
659,4200,74,True,1949,1,10,117.24,7.5,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,21427700000000,Technology,United States,M,754,4575100.0,6067.771883289125,Kansas,1877900,5980.573248407643
659,4200,82,True,1940,11,6,110.05,1.1,65.6,102.5,82.5,24.2,60.7,67059887,46.227638,2.213749,2715518274227,Finance & Investments,France,M,35,499500.0,14271.42857142857,,1605100,4314.784946236559
659,4200,53,True,1969,9,2,117.24,7.5,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,21427700000000,Technology,United States,M,754,4575100.0,6067.771883289125,Illinois,1877900,5980.573248407643
659,4200,55,True,1968,2,1,125.08,2.9,50.6,100.2,77.0,9.4,59.2,1397715000,35.86166,104.195397,19910000000000,Technology,China,M,523,1805500.0,3452.1988527724666,,1877900,5980.573248407643
659,4200,59,True,1963,5,1,125.08,2.9,50.6,100.2,77.0,9.4,59.2,1397715000,35.86166,104.195397,19910000000000,Finance & Investments,China,M,523,1805500.0,3452.1988527724666,,1605100,4314.784946236559
659,4200,68,True,1954,9,12,117.24,7.5,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,21427700000000,Technology,United States,M,754,4575100.0,6067.771883289125,California,1877900,5980.573248407643
659,4200,60,False,1962,7,1,117.24,7.5,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,21427700000000,Service,United States,F,754,4575100.0,6067.771883289125,California,173400,3271.698113207547
659,4200,73,False,1949,10,28,117.24,7.5,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,21427700000000,Automotive,United States,M,754,4575100.0,6067.771883289125,Arizona,525300,7195.890410958904
659,4200,58,True,1965,1,16,117.24,7.5,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,21427700000000,Technology,United States,M,754,4575100.0,6067.771883289125,California,1877900,5980.573248407643
659,4200,40,False,1982,5,5,117.24,7.5,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,21427700000000,Food & Beverage,United States,F,754,4575100.0,6067.771883289125,California,957200,4515.094339622641
659,4200,73,True,1950,2,9,151.18,3.0,36.3,106.4,71.5,10.2,30.1,270203917,-0.789275,113.921327,1119190780753,Fashion & Retail,Indonesia,M,25,123900.0,4956.0,,1698800,6386.466165413533
659,4200,71,True,1952,3,26,151.18,3.0,36.3,106.4,71.5,10.2,30.1,270203917,-0.789275,113.921327,1119190780753,Diversified,Indonesia,M,25,123900.0,4956.0,,905200,4840.641711229947
659,4200,55,True,1967,10,11,117.24,7.5,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,21427700000000,Finance & Investments,United States,M,754,4575100.0,6067.771883289125,California,1605100,4314.784946236559
679,4100,68,True,1954,9,2,116.48,2.8,64.1,100.7,79.0,14.9,46.1,10669709,49.817492,15.472962,246489245495,Food & Beverage,Czech Republic,M,7,42800.0,6114.285714285715,,957200,4515.094339622641
679,4100,83,False,1940,2,8,110.05,1.1,65.6,102.5,82.5,24.2,60.7,67059887,46.227638,2.213749,2715518274227,Service,France,F,35,499500.0,14271.42857142857,,173400,3271.698113207547
679,4100,83,False,1940,2,9,112.85,1.4,70.2,104.0,80.9,11.5,48.8,83132799,51.165691,10.451526,3845630030824,Media & Entertainment,Germany,M,102,462100.0,4530.392156862745,,427500,4697.802197802198
679,4100,87,True,1936,1,15,117.24,7.5,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,21427700000000,Food & Beverage,United States,M,754,4575100.0,6067.771883289125,Florida,957200,4515.094339622641
679,4100,74,True,1948,9,7,117.24,7.5,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,21427700000000,Energy,United States,M,754,4575100.0,6067.771883289125,New York,453500,4535.0
679,4100,70,True,1952,7,26,117.24,7.5,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,21427700000000,Technology,United States,M,754,4575100.0,6067.771883289125,California,1877900,5980.573248407643
679,4100,54,False,1969,2,27,110.62,0.6,61.9,101.9,82.9,24.3,59.1,60297396,41.87194,12.56738,2001244392042,Food & Beverage,Italy,M,55,156900.0,2852.7272727272725,,957200,4515.094339622641
679,4100,66,False,1956,11,14,112.33,1.0,88.2,100.2,81.7,20.8,36.6,5520314,61.92411,25.748151,268761201365,Manufacturing,Finland,M,7,14000.0,2000.0,,1019000,3145.061728395062
679,4100,55,True,1967,10,1,125.08,2.9,50.6,100.2,77.0,9.4,59.2,1397715000,35.86166,104.195397,19910000000000,Manufacturing,China,M,523,1805500.0,3452.1988527724666,,1019000,3145.061728395062
679,4100,83,False,1940,1,21,117.24,7.5,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,21427700000000,Service,United States,M,754,4575100.0,6067.771883289125,New York,173400,3271.698113207547
679,4100,56,True,1966,10,30,180.75,4.5,81.9,102.6,72.7,11.4,46.2,144373535,61.52401,105.318756,1699876578871,Fashion & Retail,Russia,M,79,351000.0,4443.037974683544,,1698800,6386.466165413533
679,4100,73,False,1950,2,3,117.24,7.5,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,21427700000000,Food & Beverage,United States,F,754,4575100.0,6067.771883289125,Pennsylvania,957200,4515.094339622641
679,4100,61,False,1962,1,1,167.4,3.7,51.3,115.4,75.7,14.2,65.1,212559417,-14.235004,-51.92528,1839758040766,Diversified,Brazil,M,44,104800.0,2381.818181818182,,905200,4840.641711229947
679,4100,66,False,1956,4,12,167.4,3.7,51.3,115.4,75.7,14.2,65.1,212559417,-14.235004,-51.92528,1839758040766,Finance & Investments,Brazil,M,44,104800.0,2381.818181818182,,1605100,4314.784946236559
679,4100,76,True,1946,8,14,117.24,7.5,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,21427700000000,Sports,United States,M,754,4575100.0,6067.771883289125,Arizona,134500,3448.7179487179487
679,4100,63,True,1959,9,1,99.55,0.4,59.6,105.2,83.6,10.1,28.8,8574832,46.818188,8.227512,703082435360,Manufacturing,Switzerland,M,78,409900.0,5255.128205128205,,1019000,3145.061728395062
679,4100,88,True,1934,4,26,117.24,7.5,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,21427700000000,Real Estate,United States,M,754,4575100.0,6067.771883289125,California,657400,3406.2176165803107
679,4100,82,True,1940,9,13,119.8,1.6,113.1,100.3,82.7,23.0,47.4,25766605,-25.274398,133.775136,1392680589329,Diversified,Australia,M,43,173500.0,4034.883720930232,,905200,4840.641711229947
679,4100,60,True,1963,1,26,117.24,7.5,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,21427700000000,Technology,United States,M,754,4575100.0,6067.771883289125,California,1877900,5980.573248407643
679,4100,57,True,1966,1,1,125.08,2.9,50.6,100.2,77.0,9.4,59.2,1397715000,35.86166,104.195397,19910000000000,Healthcare,China,M,523,1805500.0,3452.1988527724666,,643200,3200.0
699,4000,80,False,1942,4,9,117.24,7.5,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,21427700000000,Energy,United States,M,754,4575100.0,6067.771883289125,Texas,453500,4535.0
699,4000,48,True,1974,6,15,117.24,7.5,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,21427700000000,Technology,United States,M,754,4575100.0,6067.771883289125,Georgia,1877900,5980.573248407643
699,4000,75,False,1947,7,25,117.24,7.5,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,21427700000000,Food & Beverage,United States,F,754,4575100.0,6067.771883289125,,957200,4515.094339622641
699,4000,56,True,1967,2,16,125.08,2.9,50.6,100.2,77.0,9.4,59.2,1397715000,35.86166,104.195397,19910000000000,Diversified,China,M,523,1805500.0,3452.1988527724666,,905200,4840.641711229947
699,4000,77,False,1945,9,15,180.44,7.7,28.1,113.0,69.4,11.2,49.7,1366417754,20.593684,78.96288,2611000000000,Manufacturing,India,F,157,628700.0,4004.458598726115,,1019000,3145.061728395062
699,4000,73,True,1949,9,13,117.24,7.5,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,21427700000000,Sports,United States,M,754,4575100.0,6067.771883289125,Florida,134500,3448.7179487179487
699,4000,46,True,1976,8,6,117.24,7.5,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,21427700000000,Technology,United States,M,754,4575100.0,6067.771883289125,California,1877900,5980.573248407643
699,4000,61,True,1961,4,25,121.46,0.7,45.1,105.3,76.0,12.0,38.7,32447385,4.210484,101.975766,364701517788,Manufacturing,Malaysia,M,11,33100.0,3009.090909090909,,1019000,3145.061728395062
699,4000,51,True,1971,12,1,117.24,7.5,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,21427700000000,Technology,United States,M,754,4575100.0,6067.771883289125,Georgia,1877900,5980.573248407643
699,4000,65,True,1958,1,1,125.08,2.9,50.6,100.2,77.0,9.4,59.2,1397715000,35.86166,104.195397,19910000000000,Manufacturing,China,M,523,1805500.0,3452.1988527724666,,1019000,3145.061728395062
699,4000,42,True,1980,7,16,116.76,1.9,68.9,100.9,81.9,12.8,24.5,36991981,56.130366,-106.346771,1736425629520,Technology,Canada,M,42,173900.0,4140.476190476191,,1877900,5980.573248407643
699,4000,79,True,1943,10,14,117.24,7.5,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,21427700000000,Automotive,United States,F,754,4575100.0,6067.771883289125,Utah,525300,7195.890410958904
699,4000,63,False,1960,1,5,180.44,7.7,28.1,113.0,69.4,11.2,49.7,1366417754,20.593684,78.96288,2611000000000,Telecom,India,M,157,628700.0,4004.458598726115,,203500,6564.5161290322585
699,4000,67,False,1955,9,18,180.44,7.7,28.1,113.0,69.4,11.2,49.7,1366417754,20.593684,78.96288,2611000000000,Telecom,India,M,157,628700.0,4004.458598726115,,203500,6564.5161290322585
699,4000,80,True,1942,12,1,117.24,7.5,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,21427700000000,Media & Entertainment,United States,M,754,4575100.0,6067.771883289125,Florida,427500,4697.802197802198
699,4000,90,False,1932,4,15,117.24,7.5,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,21427700000000,Finance & Investments,United States,M,754,4575100.0,6067.771883289125,Maryland,1605100,4314.784946236559
699,4000,68,True,1955,1,1,110.62,0.6,61.9,101.9,82.9,24.3,59.1,60297396,41.87194,12.56738,2001244392042,Telecom,Italy,M,55,156900.0,2852.7272727272725,,203500,6564.5161290322585
699,4000,76,True,1946,12,18,117.24,7.5,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,21427700000000,Media & Entertainment,United States,M,754,4575100.0,6067.771883289125,California,427500,4697.802197802198
699,4000,75,True,1947,12,12,114.11,2.2,67.8,100.0,77.6,17.4,40.8,37970874,51.919438,19.145136,592164400688,Healthcare,Poland,M,5,18300.0,3660.0,,643200,3200.0
699,4000,69,True,1953,11,8,99.55,0.4,59.6,105.2,83.6,10.1,28.8,8574832,46.818188,8.227512,703082435360,Energy,Switzerland,M,78,409900.0,5255.128205128205,,453500,4535.0
699,4000,74,True,1948,6,1,141.54,3.6,40.2,105.8,75.0,13.1,55.1,126014024,23.634501,-102.552784,1258286717125,Metals & Mining,Mexico,M,13,165700.0,12746.153846153846,,446800,6037.8378378378375
699,4000,73,True,1950,1,1,125.08,2.9,50.6,100.2,77.0,9.4,59.2,1397715000,35.86166,104.195397,19910000000000,Diversified,China,M,523,1805500.0,3452.1988527724666,,905200,4840.641711229947
